"","book_title","review_title","review_user","book_id","review_id","timestamp","review_text","review_score"
"2749","Top 10 Games You Can Play In Your Head, By Yourself: Second Edition","Fantastic! My Imagination Is On Fire!","L.Newman","998379417","R2P0NTZBQG93C8","1555385655","Whoa! I’m amazed. This book has lit my imagination on fire! These games are so much fun. I’m currently playing through ‘Adventure’ I’ll try an explain what I’ve been through so far.So, it all started with me, Shawn Weston, as a child, I was at my friend’s house for a sleep over, one morning we woke up and I forgot to remind my friend to take his vitamin for the day. He died in the next few hours. On that day I vowed to never let anyone suffer like that again. Flash forward to today, Cairo 1940. I read in an Encyclopedia Britannica that Egyptian god Imhotep had a secret health elixir hidden deep inside the great pyramid. With my guide Hassan and an ancient map we have begun our quest to discover this elixir.Upon entry to the great pyramid we encountered our first booby trap! The passageway behind us slammed shut and the floor in front of us started to retract inwards towards us creating an ever growing gap to the slowly closing door at the other end. Hassan and I began to sprint to the other end of the passageway only to discover that the gap was too far to jump and the door was closing to quickly on the other end. In a panic Hassan and I took our rope and hook and threw it underneath the door as it closed and we fell off the receding floor. SLAM! We swung into the opposing wall on the other side underneath the closed door, helpless. As we hung suspended by our ropes, me, not being the strongest struggled to hang on and dropped my torch in the process. I watched it fall as it illuminated the bottomless pit below us. Then I saw it, an out of place shadow. Hassan and I lowered ourselves down quickly to find a secret ledge leading to a passage way 40 feet below us. Hassan and I swung down onto the ledge. PHEW! A close one, any longer and my arms for sure would have given up on me.Now going down the passageway we discovered a mossy field, roughly 50 yards by 50 yards. Skeptical I took a bone from a nearby dead skeleton and tossed it into the mossy field. SIZZLE! The bone fell right through the moss into a pool of acid below. Scary! Some sort of mossy algae must have grown over the acid to disguise such a deadly trap. Using the bones of the skeleton Hassan and I poked at the secret acid pool to discover stepping stones scattered every few feet. Poking and hopping on the stones we made it to the other side. In this time. We heard pick axes echoing through the chambers.My rival Klaus had arrived it seemed, the pressure was on. Klaus works for the Germans. There’s no way I was going to let him get to the elixir before me and on top of that, he had modern tools to help him, along with German soldiers at his disposal. That’s makes him a cheater, he doesn’t deserve to win.Following our map we found the next chamber, this trap was a classic, pressure sensitive pads on the floor that triggered deadly arrows. Easy. The next obstacle stumped us. It was a water fall. While a sight to see we didn’t know what to do. We could hear Klaus and his men getting closer. With no ideas left, Hassan and I jumped down the water fall. Lucky for us there was a deep pool at the bottom. Hassan and I gasped for air as Klaus and his men ran in at the top of the waterfall. Klaus unleased a fury storm of bullets on us. Hassan and I took a deep breath and went under the water. Bullets whizzed into the water as we looked for a desperate escape, lungs burning and yearning for oxygen we found it, an underwater tunnel leading to the next chamber. With moments left before blacking out Hassan pulled me out of the water into the dry tunnel. I gasped for air. I had never held my breath for that long before. We started to head down the tunnel to find that it split into 4 separate passageways.I reached for our map only to find that the water had rubbed off all the markings on it. RATS! What to do. Hassan and I started to talk things through. During this however my mom called me to dinner, so I had to hid pause on the game for now. I can’t wait to get back to playing though.These games seem to be as fun as your imagination is! I highly recommend getting this book to play the games. They are so realistic!For those wondering how the book is set up. Adventure is set up in the following. They give a few prompts/points to consider for creating your character. This includes things like age, gender, occupation, backstory. Then it helps you set up a goal that your are going for. Along with your main antagonistic force. There's also a few things mentioned to help you figure out and set up the scenerio/story your bout to begin. Then whatever you have in your head you just go with it and play it all out based on what you defined previously.",5
"2752","A Gentleman in Moscow: A Novel","Russian history as a back drop with a sense of intrique as characters evolve","Mary Lou B.","0143110438","RD6D1ZLQ12Y99","1555385897","Very captivating. It keeps your curiosity engaged. The novel covers the Bolshevik's influence/take over of Russia through the next 50 years inside a famous hotel in Red Square. Relationships and purpose are the central themes with lessons on gentility and caring.",5
"2754","A Gentleman in Moscow: A Novel","Highly Recommend","Robert Townsend","0143110438","R3AB1MX0RHVXOC","1555386077","I really enjoyed this story. I was sceptical that a book about a man living in a hotel could be interesting. What a surprise; this story is rich and compelling. I read it straight through.",5
"2755","WOLFPACK: How to Come Together, Unleash Our Power, and Change the Game","Something is smells fishy here (pun intended)","Phil Renteria","1250217709","R68FL65TZ1CXI","1555386176","This 112 book(let) written by a radical feminist lesbian has only been out for 1 day and already has 43 perfect 5 star reviews.

I think all 43 of the radical feminist lesbians radical feminst lesbian friends are all in on the fix - trying to push more far-left mind rot down other peoples throats.

Be careful of scams, people.",1
"2756","Pet Sematary: A Novel","Did not know this was a Book Club Edition","v. caronite","198211598X","R3J4TVDX0NWH23","1555386193","Very upset when I opened the package. I decided to keep the book anyway even though I wanted to return it.",1
"2759","Pet Sematary: A Novel","Classic","Amazon Customer","198211598X","RKXWGIZ3FIK4H","1555386510","I am a Stephen King Fan.  When I saw Dr. Sleep come out I realized I had never read THe Shining!  I had seen the movie many years ago.  The book is excellent and of course way better than the movie.  It was great to read The Shining then move on to Dr. Sleep.",5
"2760","Free to Focus: A Total Productivity System to Achieve More by Doing Less","A modern system to getting the RIGHT things done!!","S Prabhu","0801075262","R1899UPO77Y05A","1555386700","I was lucky enough to get early access to an electronic version of Michael Hyatt’s new book, Free to Focus. However, the best testimonial for the book is that I bought a hard copy of the book for my bookshelf.
I read the book around 4 weeks back on a weekend, stopping to complete some of the thinking exercises Michael suggests as one proceeds through the book. Here are my most powerful takeaways from the book-
1. Stop to think about what success means to me, and review tasks I am doing and instead think in terms of ways to complete projects that really take me forward in my journey. Michael rightly says it is not “getting things done”, it is more about “getting the right things done”.
With this paradigm shift in thinking, I have been able to complete a number of daily tasks and habits for the last month since I read the book using the pointers in the book.
2. Thinking of the activities during the week in terms of morning and evening rituals, on stage, off stage and backstage activities. This is a powerful way to think about what one does during the week, and in my case, made me feel less guilty about the times when I was recovering from intense focused work by spending time with the kids, exercising or reading a book, as this off stage activity is important to sustain the on stage activity.
3. Celebrating wins along the way. While this seems common sense, this can be hard to remember to do consistently, both as an individual and as a leader of a team. I have made marks on my calendar where I will pause, congratulate myself and the team for work well done and course correct if things are not going to plan.
4. Saying “no” to something means saying “yes” to something that is more valuable. I have declined good offers over the last month that I would have normally said yes to and I actually good about this!
5. Dividing goals into achievement and habit goals and having the “SMARTER” goal set up in my planner has helped make some activities that were normally a drag into a rather enjoyable habit.

I combined the teachings in this book with two other books I read recently- Atomic Habits by James Clear and Digital Minimalism by Cal Newport and I feel this is a nice trifecta of books that should be on every productive person’s self. And to quote Michael Hyatt, “productive” does not mean getting more things done faster through hacks, rather getting the right things done as steps towards completing big projects that move the needle forward.
Needless to say, I highly recommend this book!!",5
"2761","I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer","Fantastic!","Azscrapper","62319795","R1OUO0UP8TXHQ9","1555386708","Love the research & methodology Michelle used. I was hooked after the first chapter.  I highly recommend this book  for binge-reading!",5
"2762","The Woman in the Window: A Novel","Entertaining but a bit predictable","Phillip O.","62678426","R3FTILC6GNGOAV","1555386759","It is becoming a bit tiresome that mainstream mystery/thrillers these days seem to feature unreliable female narrators who are lost in a fog of alcoholism or other neurological defects. We can blame all this on the vastly overrated “Gone Girl”. Nevertheless, “The Woman in the Window” is entertaining and well written if not a bit predictable. It is fairly suspensful and keeps you turning the pages. I really enjoyed the references to classic films. A fun, mindless diversion.",4
"2767","Daisy Jones & The Six: A Novel","Literal PERFECTION","Candice S.","1524798622","R102R595I299D8","1555387168","I devoured this book in one sitting, falling completely in love with this story, the characters and their journey.  So in love in fact, that I am completely devastated this is not a real band, because I want to be able to listen to all the music and read more stories about them!Taylor Jenkins Reid is a powerhouse author who manages to create characters that are so real, flawed, broken, lovable and human that you cannot help but love them, root for them and wish that you never had to say good bye to a single one of them.  This story explodes from the page with passion, and that would just not be possible without the cast she brings together on the page.I also completely loved the format of this book - told as an oral history of the band, in an interview format, the story speeds along so quickly, you cannot believe it when you find yourself nearing the end of the book.  I wanted to read faster and slower every single page of this book - and I ADORED where Taylor took this story and ended the tale.  If I can't have more, I am at least entirely satisfied where these humans landed in the end.This will be a Top 10 book of my year, without any question.  I am in love with this book in the most passionate way.  I could not recommend it enough, and I defy any reader to not fall in love the same way.",5
"2769","A Gentleman in Moscow: A Novel","Loved this book!","Michigan reader","0143110438","R2XNL5XM8A2MYD","1555387277","Loved this book! It's a quiet, beautifully written story of a gracious man living under house arrest in the Metropol hotel as Russian society and culture were rapidly changing following the Bolshevik revolution. This is a book can be read as a cautionary tale- in times of political upheaval, the structures and foundations of a nation as one knows it can change dramatically. Best book I've read all year.",5
"2770","Pet Sematary: A Novel","shining Review","Christina J Locke","198211598X","R37YQ0J0Y5TW63","1555387438","Loved re reading this book after years and years of not reading it. It's still better then the Film in my opinion. Now I can gear up to read Doctor Sleep. Mr King can always put you right there to experience the action!",5
"2771","A Gentleman in Moscow: A Novel","The Presentation of the Life of a True Gentleman","JC Fruh","0143110438","R3VOX49C4WXWVI","1555387457","Love the writing.  Certain passages in this book held me mesmerized.  The characters were most engaging.  Great historic backdrop to the loves, antics, and final outcome of the novel.",5
"2774","The Savior (The Black Dagger Brotherhood series)","Ten Stars!","Lori McCarthy","1501194941","R2C7LNJHF9C4L2","1555387575","This book was just like the first ones in this series; the feeling was back. Thank you so much, JR!",5
"2776","A Gentleman in Moscow: A Novel","A Modern Old Fashioned Jewel Of A Tale","Laura Dorais","0143110438","R1RN77WKKZYMUU","1555388057","Fabulous story of intelligent survival and love while under house arrest in post revolution Russia.  Beautiful character potrayal, practical yet elegant realistic philosophy and playful and successful intrigue.  A book to read again.  Gift it, and keep one copy on your shelves for yourself and to lend out to the grandchildren once they become of age, i. e., 21.  Very beautiful playful elegant writing.",5
"2779","A Gentleman in Moscow: A Novel","Good, but somewhat slow","sbj","0143110438","R2HSQKH6PDGZ94","1555388597","Good, but somewhat slow. An intro into post-tsar Russia. Interesting how a man could build a life under house arrest in a hotel. The women he met played a big part in it, as well as the staff at the hotel.",4
"2784","Free to Focus: A Total Productivity System to Achieve More by Doing Less","You don't have to feel overwhelmed","Amazon Customer","0801075262","RL6XYEOMUDMP","1555389520","Michael Hyatt's proven strategies are much-needed in our driven world where all we hear about is hustle! If you feel like you are drowning in work, especially work you do not love, you have to pick up this book. Michael does not just point out a problem, he gives tested strategies and tools for ending the overwhelm.",5
"2787","A Gentleman in Moscow: A Novel","A delightful tale of love and ingenuity in the midst of upheaval","Persistent Widow","0143110438","R3QPB221NEK3KK","1555389737","With wit and humor this tale is told of a man whose life changes precipitously. He adjusts to the changes with aplomb and inventiveness. The supporting characters are well described and the story itself is one that can be seen as a microcosm of creating an oasis of viable life surrounded by a desert from which there appears to be no escape.",5
"2788","The Woman in the Window: A Novel","I loved it!","Mary","62678426","R1GO3UTCOYONGW","1555389771","I loved it!!! Highly suspenseful!! A. J. Finn did an amazing job!!! Wow-great story, perfect surprise ending! Highly recommended. Keep on writing!!",5
"2789","The Woman in the Window: A Novel","Very suspenseful novel. I had to stop reading this when the book became too intense.","Arlene Schimberg","62678426","R1QL0NOTB8KV4","1555389910","The author keeps you guessing about the story until the end. You must let everything go and be in the book to know the characters.",5
"2790","I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer","Good story by great writer","Kindle Customer","62319795","RSBUVI0U63QZL","1555390077","Really interesting book.  I just wish michelle could have finished it and lived to see the golden state killer caught",5
"2791","Pet Sematary: A Novel","Five Stars","DeeDee","198211598X","R28QX4DA30RHJ4","1555390112","Fantastic read. It creeps up on you.",5
"2792","Pet Sematary: A Novel","Pretty close to his best work","Justin Smith","198211598X","RC9WT6JTGHOW","1555390126","I wouldn't argue with someone who said this was Stephen King's finest work. It is an undeniable masterpiece that defines who Stephen King is as a novelist. All of the elements of Stephen King's strengths come through in great form here:1. All the main characters are intricately defined, you get to see and understand why they are the way they are. The movie is excellent but the book presents backgrounds on Jack and Wendy that define them much more effectively than the movie does.2. A well-presented location that is completely entwined in the dark terrors the novel presents.3. A satisfying, epic conclusion.",5
"2793","Prairie Fires: The American Dreams of Laura Ingalls Wilder","How they lived","M Arneson","1627792767","R1VF1MP9WAFIE0","1555390184","Everything was great",4
"2794","A Gentleman in Moscow: A Novel","A Must Read","D.P. McHenry","0143110438","R33Z2IA06ZYDGL","1555390222","This is one of the best books I have ever read. I recommend it to everyone who enjoys great stories as well as excellently written prose. The central theme or plot unravels so slowly throughout, but you don't mind because you are enjoying the wit, banter, and beautiful descriptions of the characters and environment along the way. This book can only be described as an outstanding piece of literature.",5
"2797","Daisy Jones & The Six: A Novel","If you read only one book this year - make it this one","Pickygirl","1524798622","R318B18SY09HBX","1555390531","This is quite simply one of the best books I’ve ever read.  By the end of the book you feel like you’ve been right there with Daisy, Billy, Graham and the rest of the band - living their dreams and heartaches first hand.",5
"2799","A Gentleman in Moscow: A Novel","Lemons to Lemonade!","P Sizemore","0143110438","R15WSZTWGSYU21","1555390697","Loved this book.  The Count is a great study on how to take the lemons of life and turn them into lemonade  One of those Characters in a book that you continue to wonder what they are doing as you go about your everyday life.",5
"2800","A Gentleman in Moscow: A Novel","Seriously astonishingly good book. It took a while to get into ...","pmillion","0143110438","R2QZ5152J4W9H0","1555390817","Seriously astonishingly good book.  It took a while to get into but I was sad to see it end.  This writer is gifted-that is the only explanation for someone to create such a novel with rich characters and amazing detail.  I don't keep many books but this one I will, for I am sure if I read it 10 times I would get something new out of it each time!",5
"2805","A Gentleman in Moscow: A Novel","Satisfying Read!","THOMAS E COTTER","0143110438","R1Y37PDJMOLDCV","1555391957","Beautiful writing, imaginative storytelling, memorable characters. I very much enjoyed the patience with which the author presents this story. The author very effectively communicates tenderness and respect for the characters and appreciation of the settings. The gentle pace and attention to detail never felt like too much - dry and lively.",5
"2806","A Gentleman in Moscow: A Novel","Loved the book","Lolly","0143110438","R2K7CXIUPUKQEI","1555392017","An unusual story that draws you in.  And I was sorry when it ended and I had to leave the Hotel Metropol but it was a lovely visit.  Loved the book.",5
"2809","A Gentleman in Moscow: A Novel","Loved it!<U+0001F44F><U+0001F3FB><U+0001F44F><U+0001F3FB><U+0001F44F><U+0001F3FB>","Kate Engberg","0143110438","R3CNOCQL9VZXTR","1555392257","It’s hard to describe this book and why it was so disappointing— when it ended! One of my favorite books ever, I was sad when it ended. I wanted more, of the count and what happens then. I can’t put into words, but Bravo Mr. Towles!!!<U+0001F44F><U+0001F3FB><U+0001F44F><U+0001F3FB><U+0001F44F><U+0001F3FB><U+0001F44F><U+0001F3FB><U+0001F44F><U+0001F3FB>",5
"2812","Lies My Doctor Told Me Second Edition: Medical…","Approachable, Readable, Life Changing Info","Mars24","162860378X","RQEQCRNQ1KRCN","1555392690","Dr. Berry's writing is easy to read and understand.  Great presentation of why we have been taught these lies, and the research (or lack of) that proves they are wrong.  The suggestions, while simple, will require work because my eating (and shopping) just got turned upside down.  Oh how my kids are going to miss pasta (even the whole wheat)!I appreciate the author's personal story and honesty...""I was a fat assed doctor telling my patients to loose weight...""Great book!",5
"2813","QAnon: An Invitation to The Great Awakening","Q represents what all of us. The silent majority.","MIHAELA SOVEA Meyer","1942790139","R14NDV57QA72UO","1555392862","Received the book yesterday and finished reading it over night is so good. Let’s get our beautiful and amazing country back. MAGA-WWG1WGA",5
"2814","A Gentleman in Moscow: A Novel","Long Read for Me","Karen","0143110438","R2TT9069VVHV6I","1555393277","I guess the main character loves Russia no matter what happens to him. Ugh it was a slow read, got a bit exciting at the end. For those who are novices to history, this is a nice mild starting point.",3
"2815","Pet Sematary: A Novel","just as good the second time","mike","198211598X","R17LNR4EWZL3JP","1555393568","Read this years ago; just as good the second time. The right balance of horror and fantasy.",5
"2818","A Gentleman in Moscow: A Novel","Satisfying deliciously delivered story","Jillene","0143110438","ROKRZKQC2PWW4","1555393757","I loved the integrity, erudition and intelligence of the characters. I loved the clarity of the background of the emerging Soviet Union.  The effect of life in totalitarian Russia on its beloved proletariat is subtly delivered.I recommend this book to all who like their good guys to win through wit, kindness and perseverance.",5
"2821","After (The After Series)","Teens will love this series!","Filerimos","1982111003","RA0WZ4NFT934U","1555394058","This series will threw you into a roller coaster of feelings. I'm very curious about the movie they're planning.",5
"2822","Pet Sematary: A Novel","character development makes this book","Wendy Anne McBroome","198211598X","R2RR99MEWR5NMD","1555394059","a great scare and creepfest of course, but the character development is Stephen King's greatest talent in my opinion. His other books with incredible character development in my opinion are The Stand, The Talisman, 11/22/63.",5
"2823","Prairie Fires: The American Dreams of Laura Ingalls Wilder","Read this if you like ""dull""","M Arneson","1627792767","RWCWITV514ZWD","1555394064","This narrative goes on and one about stories that have been reported earlier and elsewhere. If you need to fall asleep quickly, buy this book.",4
"2824","A Gentleman in Moscow: A Novel","... be one of the most interesting reads I have enjoyed in a while","MC","0143110438","R169B24W8BWST2","1555394297","I found this book to be one of the most interesting reads I have enjoyed in a while. It is amazing how one can cope with all the obstacles living in a small room in a hotel. Just goes to show that as long as we have friends, we are never alone. What a gracious gentleman!",5
"2825","A Gentleman in Moscow: A Novel","A Marvelous read! The writing is superb and the story is enthralling.  I would recommend this to anyone who would enjoy a deep,sophisticated novel.","Kindle Customer","0143110438","ROOD4LF1AVI8I","1555394537","I thought it was a little wordy, some of the descriptions were too long. The plot was wonderful, I really enjoyed it",4
"2826","Becoming Supernatural: How Common People…","You WILL change if you DO this book (don't read it)","Allan Elder","1401953115","R1SNL5U87R7C5G","1555394565","WTF! Best book by Dispenza yet. Yest, it's a little ""out there,"" but you won't be the same if you read it and do it. You = different. Really, don't read this book, DO this book.",5
"2827","Simple Cake: All You Need to Keep Your Friends and Family in Cake","The best chocolate cake I've ever made.","Amazon Customer","399581421","R2RN25M9LS4Y3Q","1555394604","I would consider myself a competent baker. I've baked dozens of kinds of cookies, lots of pies, and more with great success. But I've never been happy with my cakes and have found that to be very frustrating! Especially because I love cake. I received a copy of this book from the publisher (thanks for the free book, Ten Speed Press!) and it's so lucky I did because it's absolutely perfect for me! I tried the Chocolatey Chocolate Cake and it was legit the best cake I've ever made. Wonderful flavor, texture, and moisture for several days (and after freezing as well). I love the mix and match idea. With all the options, I can choose to go really simple, or go more elaborate with additional flavors and decorations. My favorite part is the subtitle: All You Need to Keep Your Friends and Family in Cake.",5
"2828","A Gentleman in Moscow: A Novel","at which point they resembled the worst of repressive leaders in any country including the United ...","Maria E. Dichov","0143110438","R195ZEEEEXNSQ2","1555394657","Culturally nostalgic about what was lost in the aftermath of the Revolution, written with wit and humor and a lament for what people under Bolshevism and Communism endured.  The esteemed workers did not win unless they rose to the top, at which point they resembled the worst of repressive leaders in any country including the United States today.",5
"2830","I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer","An interesting look at the Golden State Killer cases","Lisa Robbins","62319795","R3N63NJSIA059H","1555395227","This book had a bit of a rough start for me but I’m glad I stuck it out.  Although it gives an insight into the author and how she got to writing this book, I found the bits about her youth unnecessary and I wasn’t that interested in it.  The first part was a little tough to follow since it jumped around a lot chronologically.  I absolutely loved Part 2!  I thought it was fascinating when she was driving around to the scenes with Paul Holes.  I think I would have given this 5 stars if the whole book had been written like Part 2.  I also really enjoyed the part where it talked about how Michelle thought that familial DNA would solve the case, especially how she wanted to upload his profile to Ancestry or 23 and Me, considering it was genetic genealogy that eventually did catch him.  Definitely an interesting look at a horrific series of crimes.",4
"2831","The Woman in the Window: A Novel","I just don't know what to say","Becky Moore","62678426","R337C8D6MXZGF0","1555395240","This book literally did not get exciting until 70% of the way through. And then when all was said and done, the end.  Just like that. There were a few plot twists that I knew about pretty early on. It was an easy read but it definitely was not my favorite at all.",3
"2832","A Gentleman in Moscow: A Novel","Rambling review, yes I liked it.","Kathy","0143110438","R1U40LZ4UEZU23","1555395317","Very well written with interesting chuckle worthy humor. I particularly liked the study of the different layers of living. On the surface or top, and underneath where all the work happens. Like upstairs downstairs. But with someone from the top crossing over to the underside and be initially surprised at its existence but then embracing it. Bittersweet friendships of old friends. Nice ending.",4
"2833","The Savior (The Black Dagger Brotherhood series)","Another amazing book- YOU HAVE TO LOVE IT!","Lori McCarthy","1501194941","RVRSX28HU26AQ","1555395495","ABSOLUTELY FANTASTIC!! Another winner for JR Ward- Sarah & Murhder are a great pair- their chemistry is strong- I more than love the internal conversations and verbal dialogues that continue the flavor of JR Wards books!!! Interesting that some of Xhex’s past is reviled- more changes are coming & I cannot wait!!",5
"2834","A Gentleman in Moscow: A Novel","Beautifully written","Chuie","0143110438","R3T1CCQCKW3XUR","1555395497","I am so pleased to have read this wonderful novel. I believe it to be among my top five favorites, and I'm an extensive reader. The characters are so colorful and well developed, I felt to have met and befriended them at the end of the book. I know this is a book I will read again and again.  Delightful!",5
"2836","Pet Sematary: A Novel","Super creepy...","April","198211598X","R2QITOGZEOB2F3","1555395893","This book was immensely creepy and was almost a little too much for me. Loved the ending and looking forward to reading the sequel.",4
"2837","A Gentleman in Moscow: A Novel","One of my favorite novels !","dallasdaisy","0143110438","R2PPR3IWQNQX8A","1555395917","One of my favorite books !  It's a wonderful story of ""mastering one's circumstances or they will master you.""  The count is a ""gentleman"" in exactly the manner the word should be used.  Amor Towles has written a superb novel about loyalty, friendship, love ... and much more !",5
"2838","A Gentleman in Moscow: A Novel","Kept me rapt and in its throes way past the end of the words on the pages.","oiuser@worldnet.att.net","0143110438","R3BESDLMFX2HUH","1555396097","I was captured by the author’s crafting of the story and use of words and phrases that made me pause to enjoy—and marvel — at his ability to pull me into the tale. Bravo! I loved it.",5
"2839","A Gentleman in Moscow: A Novel","Cool story of perseverance","vern's books","0143110438","R2PG95YIJT9GVY","1555396157","Really different kind of novel, one where time passes by through the eyes of an aristocrat held under house arrest in a hotel, of the times, the people he meets, his relationships and his loves.",4
"2842","I.M.: A Memoir","Bravo, Isaac!","Biggest Fan","1250074088","ROJ06XSEHLBXC","1555396556","Warm, personal, honest — juicy in the best possible way.  I loved every moment. And now I miss his voice. You MUST get the audio book. Hearing him read it adds so v much.",5
"2843","Wolf Pack (A Joe Pickett Novel)","E excellent","beach girl","525538194","R1WQMSEX1NL2UQ","1555396617","Joe pivkett.is an honest to hoofnrdd.hero. He lovesOver his family and does his job. He's always self  effacing and does the right thing",4
"2844","Girl, Stop Apologizing: A Shame-Free Plan for Embracing and Achieving Your Goals","Read It and You May Change Your Life","Jeff","1400209609","REML6BQYF1ASM","1555396688","I have to admit I was a bit apprehensive to read this book. Rachel’s “Girl, Wash Your Face” wrecked me in the best way. Yet, I just wasn’t sure about this one.Well, it’s great. It’s even more practical than GWYF with specific action steps and behaviors to put into practice. It’s straightforward while giving space for each woman to make the wisdom work for them. Once again, Rachel said exactly what I didn’t know I needed to hear.I’d be lying if I said I agreed with everything or with how it is presented. (For example, ambition and hard work only get you so far. I mean, you can’t win American Idol if you literally can’t sing. And while I like her definition of hustle, I can’t get behind the application 100%.) That doesn’t detract from the overall chunks of wisdom. Excuse 5: I Can’t Pursue My Dream and Still Be A Good Mom & Excuse 6: I’m Terrified Of Failure are worth the price of the book alone. With a little discernment, this book will help you take your next step in your journey.If you know you are meant for more but keep sabotaging yourself with lies and excuses, this book is for you. Whether you just want to run that race or start a non-profit or climb the corporate ladder or be a better version of you, this book is for you. Read it and you may just have what you need to change your life.I did get a free copy of the book to review from the publisher. Words and thoughts are my own. Nobody tells me what to think. ;)",4
"2845","A Gentleman in Moscow: A Novel","Best read of the year","Chrissie","0143110438","R4NKUS3ADWRBG","1555396817","I started this read with no expectations and did not want the book to finish. The history ,the characters ,the humour , it was all great .i would thoroughly recommend .",5
"2847","A Gentleman in Moscow: A Novel","Read with pleasure","ba","0143110438","R1EL389GH2IR7Z","1555397057","I did not expect to like this book as much as I did.  The main character is so likeable and charming. His uplifting spirit is a pleasure. The circumstances in which he finds himself could be depressing to many but he turns it around into a well lived life.  The supporting characters are interesting as well. The friendships are genuine. There are surprises along the way and an unexpected ending. It also gives a glimpse at the changing Russia.  I would recommend this book.",5
"2848","A Gentleman in Moscow: A Novel","A best read!","Christine Raskind","0143110438","RPS5183IC90DI","1555397117","This is an exceptional read.  The quality of the writing is superb.  Although Count Rostov is confined to the Metropol for many years, it seems as if the whole world comes to him. There were many memorable lines in this book.  Aside from all this, the author provided me a better understanding of what happened following the Russian Revolution.",5
"2850","Pet Sematary: A Novel","Not the best book he wrote","Kdc","198211598X","R3B2CY4VQC6ZHR","1555397255","Didn't like this book dragged too much and I'm a fan focused on too many things at the same time",1
"2854","The Woman in the Window: A Novel","A non stop thriller","david","62678426","R3V9O922AS7FK8","1555397807","Rear window” take a back seat. This isn’t a tale of a troubled disabled person but of a smart woman who becomes a disabled , alcoholic person who inflicts pain and delusions upon herself. It moves you to become part of her story amid the chaos of her mind. Cannot put it down. Bravo!!!",5
"2856","A Gentleman in Moscow: A Novel","Reading polished affluent writing","Amazon Customer","0143110438","R2T8JZNRGIJN3C","1555398077","This was an excellent insight into the transition from tsarist values to present day Russia.  It is rare to have the gentleman values as they were perceived in Victorian Times so masterfully presented.  You can almost regain an appreciation for what has been so long maligned .",4
"2859","The Next Right Thing: A Simple, Soulful Practice for Making Life Decisions","So good!!!!","Leah {A Little Uncommon Home}","0800736524","R1HIYYPS1Q48KJ","1555398504","We’re in the middle of a move. A big move. And, we’re moving with a 5 year old with special needs. The decisions we have been faced with are overwhelming. This book couldn’t have come at a better, more necessary time in my life. God places these gifts just where they need to be. I’m so thankful for the guiding light that this book is for us. It’s more than helping our decision making, it’s encouraging our trust in God and in ourselves that with God’s help we can figure things out. We can lessen the overwhelm by listening to Him more. Thank you, Emily, for this envaluable resource. I will be giving this to everyone for Christmas!!! I can’t recommend it enough. Anyone can use this book.",5
"2862","Pet Sematary: A Novel","An excellent read!","Lisa","198211598X","RCI1NJACEDU1G","1555398684","I found this book to be very engrossing and difficult to put down!  Although, I was a little dissapointed with the ending because it seemed to be a bit of an anti-climax to an otherwise gripping book.  Overall a very good read, though!  I would recommend this book to people who love Stephen  King!",4
"2863","The Woman in the Window: A Novel","Very Intriguing","T Burns","62678426","RTS8AH8FA23I0","1555399105","I enjoyed every part of this book.  It uses true life problems of why people can't leave their house.  With this it uses the need to still live life by watching your neighbors lives and putting your own spin on their life.  It kept my attention the whole time with twists and turns.  You never knew what to expect.  Although as you go along you think you have it all figured out and then it takes another turn.  Very good.",5
"2864","A Gentleman in Moscow: A Novel","Loved the quaint phrases of the Gentleman","Amazon Customer","0143110438","RJFKQLVXAN025","1555399217","Loved the quaint phrases of the Gentleman.  The tale is also very rare.  Extraordinary the warmth of the people working at the hotel with the Count. And having the background of the bolshevicks trying to govern Russia makes makes the story at times laughable making us forget for awhile the hunger, the suffering and the horror of the assasinations of that period.The  clever end of the story comes so unsuspected, that I tried very hard to read the final pages again, but Kindle didn't allow it or I didn't know how to do it.Maybe that's the reason why I haven't given it the five stars.  I would have liked an epilogue.",4
"2865","After (The After Series)","Great book!","Ebonie P","1982111003","R1A6D345EC9NIN","1555399246","Would recommend to read it! I was definitely hooked on this and read it any chance I got . Love",5
"2867","Whose Toes Are Those?","Every book i have purchased from this author my daughter has really enjoyed. I honestly had to hide this book because ...","Sierra Price","031645432X","R3DL0F3B5YI6VS","1555399645","My daughter absolutely loves this book! Every book i have purchased from this author my daughter has really enjoyed. I honestly had to hide this book because she makes me read it over and over!",5
"2869","Prairie Fires: The American Dreams of Laura Ingalls Wilder","Five Stars","M Arneson","1627792767","R268YJBUKTCHDO","1555399695","Wonderful book",4
"2871","A Gentleman in Moscow: A Novel","Not to be missed!","NancyG","0143110438","R3CCDQKAIGWCFY","1555400117","Just finished reading this book for the second time and it was just as delightful.  The reader is transported to the Metropol Hotel and treated to the life, philosophy, and world view of the truly memorable fictional character Count Alexander Ilyich Rostov, recipient of the Order of Saint Andrew, Member of the Jockey Club, Master of the Hunt.",5
